1760,54000,11/11/2018,2:08,/project/ecpprodeciborg/20180423/engine_uk2p-ddnmcib03a_complianceVar.2018-04-23.log.1541901904467,engine_uk2p-ddnmcib03a_complianceVar.2018-04-23.log,complianceVar,4/23/2018,complianceVar.2018-04-23.log,uk2p-ddnmcib03a,Duplicate,00coqch74z4xr103bfp9litfh,"1760,54000,2018-11-11,02:08,/project/ecpprodeciborg/20180423/engine_uk2p-ddnmcib03a_complianceVar.2018-04-23.log.1541901904467,engine_uk2p-ddnmcib03a_complianceVar.2018-04-23.log,complianceVar,2018-04-23,complianceVar.2018-04-23.log,uk2p-ddnmcib03a,,,,true",TRUE
62568,54000,11/5/2018,20:43,/project/ecpprodeciborg/engine_uk2p-ddnmcib03a_complianceVar.2018-04-23.log.1541450409237,engine_uk2p-ddnmcib03a_complianceVar.2018-04-23.log,complianceVar,4/23/2018,complianceVar.2018-04-23.log,uk2p-ddnmcib03a,Duplicate,00coqch74z4xr103bfp9litfh,"62568,54000,2018-11-05,20:43,/project/ecpprodeciborg/engine_uk2p-ddnmcib03a_complianceVar.2018-04-23.log.1541450409237,engine_uk2p-ddnmcib03a_complianceVar.2018-04-23.log,complianceVar,2018-04-23,complianceVar.2018-04-23.log,uk2p-ddnmcib03a,,,,false",FALSE
28007,149163178,11/10/2018,20:45,/project/ecpprodeciborg/20181026/engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log.1541882515259,engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log,RFA,10/26/2018,RFA.SPOOL.2018-10-26.log,uk2p-ddnmcib03a,Warning,03dzp856s7t3c9cdf29nccl,"28008,23479184,2018-11-10,20:50,/project/ecpprodeciborg/20181026/engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log.1541882515260,engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log,RFA,2018-10-26,RFA.SPOOL.2018-10-26.log,uk2p-ddnmcib03a,,,,true,28009,51255839,2018-11-10,20:44,/project/ecpprodeciborg/20181026/engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log.1541882540618,engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log,RFA,2018-10-26,RFA.SPOOL.2018-10-26.log,uk2p-ddnmcib03a,,,,true,28010,3971968,2018-11-10,20:47,/project/ecpprodeciborg/20181026/engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log.1541882540619,engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log,RFA,2018-10-26,RFA.SPOOL.2018-10-26.log,uk2p-ddnmcib03a,,,,true,28011,3032347,2018-11-10,20:50,/project/ecpprodeciborg/20181026/engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log.1541882542551,engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log,RFA,2018-10-26,RFA.SPOOL.2018-10-26.log,uk2p-ddnmcib03a,,,,true,28012,16175709,2018-11-10,20:51,/project/ecpprodeciborg/20181026/engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log.1541882854456,engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log,RFA,2018-10-26,RFA.SPOOL.2018-10-26.log,uk2p-ddnmcib03a,,,,true,28007,51248131,2018-11-10,20:45,/project/ecpprodeciborg/20181026/engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log.1541882515259,engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log,RFA,2018-10-26,RFA.SPOOL.2018-10-26.log,uk2p-ddnmcib03a,,,,true",TRUE
62427,149163175,10/26/2018,1:01,/project/ecpprodeciborg/engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log.1540512004575,engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log,RFA,10/26/2018,RFA.SPOOL.2018-10-26.log,uk2p-ddnmcib03a,Warning,03dzp856s7t3c9cdf29nccl,"62428,52677740,2018-10-26,04:38,/project/ecpprodeciborg/engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log.1540512004576,engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log,RFA,2018-10-26,RFA.SPOOL.2018-10-26.log,uk2p-ddnmcib03a,,,,false,62429,34615823,2018-10-26,09:10,/project/ecpprodeciborg/engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log.1540512004577,engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log,RFA,2018-10-26,RFA.SPOOL.2018-10-26.log,uk2p-ddnmcib03a,,,,false,62430,9144008,2018-10-27,00:03,/project/ecpprodeciborg/engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log.1540544902496,engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log,RFA,2018-10-26,RFA.SPOOL.2018-10-26.log,uk2p-ddnmcib03a,,,,false,62431,1887,2018-10-26,09:11,/project/ecpprodeciborg/engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log.1540544905013,engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log,RFA,2018-10-26,RFA.SPOOL.2018-10-26.log,uk2p-ddnmcib03a,,,,false,62427,52723717,2018-10-26,01:01,/project/ecpprodeciborg/engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log.1540512004575,engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log,RFA,2018-10-26,RFA.SPOOL.2018-10-26.log,uk2p-ddnmcib03a,,,,false",FALSE
62432,149163175,11/5/2018,18:21,/project/ecpprodeciborg/engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log.1541441897701,engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log,RFA,10/26/2018,RFA.SPOOL.2018-10-26.log,uk2p-ddnmcib03a,Warning,03dzp856s7t3c9cdf29nccl,"62433,52714497,2018-11-05,18:25,/project/ecpprodeciborg/engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log.1541441905641,engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log,RFA,2018-10-26,RFA.SPOOL.2018-10-26.log,uk2p-ddnmcib03a,,,,false,62434,52694989,2018-11-05,18:37,/project/ecpprodeciborg/engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log.1541441905642,engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log,RFA,2018-10-26,RFA.SPOOL.2018-10-26.log,uk2p-ddnmcib03a,,,,false,62435,36641877,2018-11-05,18:49,/project/ecpprodeciborg/engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log.1541441905643,engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log,RFA,2018-10-26,RFA.SPOOL.2018-10-26.log,uk2p-ddnmcib03a,,,,false,62436,6997864,2018-11-05,18:23,/project/ecpprodeciborg/engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log.1541441997319,engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log,RFA,2018-10-26,RFA.SPOOL.2018-10-26.log,uk2p-ddnmcib03a,,,,false,62432,113948,2018-11-05,18:21,/project/ecpprodeciborg/engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log.1541441897701,engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-10-26.log,RFA,2018-10-26,RFA.SPOOL.2018-10-26.log,uk2p-ddnmcib03a,,,,false",FALSE
10930,50080,11/11/2018,2:08,/project/ecpprodeciborg/20180702/engine_uk2p-ddnmcib03a_complianceVar.2018-07-02.log.1541901914586,engine_uk2p-ddnmcib03a_complianceVar.2018-07-02.log,complianceVar,7/2/2018,complianceVar.2018-07-02.log,uk2p-ddnmcib03a,Duplicate,03mihpyae54fkhofov2363i,"10930,50080,2018-11-11,02:08,/project/ecpprodeciborg/20180702/engine_uk2p-ddnmcib03a_complianceVar.2018-07-02.log.1541901914586,engine_uk2p-ddnmcib03a_complianceVar.2018-07-02.log,complianceVar,2018-07-02,complianceVar.2018-07-02.log,uk2p-ddnmcib03a,,,,true",TRUE
62633,50080,11/5/2018,20:43,/project/ecpprodeciborg/engine_uk2p-ddnmcib03a_complianceVar.2018-07-02.log.1541450415027,engine_uk2p-ddnmcib03a_complianceVar.2018-07-02.log,complianceVar,7/2/2018,complianceVar.2018-07-02.log,uk2p-ddnmcib03a,Duplicate,03mihpyae54fkhofov2363i,"62633,50080,2018-11-05,20:43,/project/ecpprodeciborg/engine_uk2p-ddnmcib03a_complianceVar.2018-07-02.log.1541450415027,engine_uk2p-ddnmcib03a_complianceVar.2018-07-02.log,complianceVar,2018-07-02,complianceVar.2018-07-02.log,uk2p-ddnmcib03a,,,,false",FALSE
28245,754124,11/11/2018,5:40,/project/ecpprodeciborg/20181105/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541914600633,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,11/5/2018,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,Warning,07vn4v200otkiz5y3v884ti,"28245,754124,2018-11-11,05:40,/project/ecpprodeciborg/20181105/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541914600633,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,true",TRUE
49737,53866,11/5/2018,0:03,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541376003064,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,11/5/2018,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,Warning,07vn4v200otkiz5y3v884ti,"49738,251,2018-11-05,00:19,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541376981089,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49739,1167,2018-11-05,00:35,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541377806256,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49740,4266,2018-11-05,00:47,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541378658738,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49741,495,2018-11-05,01:05,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541379764726,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49742,2145,2018-11-05,01:17,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541380325517,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49743,823,2018-11-05,01:18,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541380493080,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49744,324,2018-11-05,01:33,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541381406335,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49745,794,2018-11-05,01:48,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541382348488,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49746,475,2018-11-05,01:53,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541382626475,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49747,85,2018-11-05,01:58,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541382910830,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49748,1271,2018-11-05,02:03,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541383209617,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49749,4488,2018-11-05,02:34,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541385090970,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49750,664,2018-11-05,02:43,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541385601685,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49751,843,2018-11-05,03:18,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541387723800,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49752,457,2018-11-05,03:34,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541388675252,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49753,253,2018-11-05,03:56,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541389989419,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49754,4588,2018-11-05,04:03,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541390413635,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49755,732,2018-11-05,04:19,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541391385913,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49756,1705,2018-11-05,04:25,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541391737856,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49757,249,2018-11-05,04:36,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541392435565,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49758,836,2018-11-05,04:42,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541392783036,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49759,921,2018-11-05,04:50,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541393264177,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49760,2735,2018-11-05,04:59,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541393795409,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49761,2556,2018-11-05,05:07,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541394106863,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49762,495,2018-11-05,05:08,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541394342414,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49763,493,2018-11-05,05:18,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541394923842,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49764,1077,2018-11-05,05:34,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541395806851,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49765,495,2018-11-05,06:04,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541397675343,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49766,3888,2018-11-05,06:46,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541400175835,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49767,696,2018-11-05,06:53,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541400615075,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49768,457,2018-11-05,06:58,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541400905979,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49769,695,2018-11-05,07:04,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541401214693,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49770,78,2018-11-05,07:48,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541403908537,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49771,892,2018-11-05,08:03,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541404805017,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49772,4693,2018-11-05,08:18,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541405715929,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49773,504,2018-11-05,08:56,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541407988853,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49774,451,2018-11-05,09:04,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541408404137,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49775,405,2018-11-05,09:58,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541411708601,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49776,805,2018-11-05,10:04,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541412032985,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49777,304,2018-11-05,10:33,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541413806363,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49778,732,2018-11-05,12:33,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541421004446,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49779,324,2018-11-05,14:03,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541426403517,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49780,227,2018-11-05,14:21,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541427516489,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49781,149,2018-11-05,14:42,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541428775740,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49782,229,2018-11-05,15:08,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541430328337,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49783,292,2018-11-05,15:18,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541430902920,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49784,76,2018-11-05,17:29,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541438773436,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49785,151,2018-11-05,17:33,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541439005984,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49786,1190,2018-11-05,18:03,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541440804830,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49787,242,2018-11-05,20:49,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541450763259,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49788,159,2018-11-05,20:58,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541451304619,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49789,223,2018-11-05,23:03,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541458803584,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49790,235,2018-11-05,23:58,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541462102279,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false,49737,86,2018-11-05,00:03,/project/ecpprodeciborg/engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log.1541376003064,engine_uk1p-ddnmcib03a_complianceVar.2018-11-05.log,complianceVar,2018-11-05,complianceVar.2018-11-05.log,uk1p-ddnmcib03a,,,,false",FALSE
16010,140894011,11/10/2018,16:00,/project/ecpprodeciborg/20180808/engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-08-08.log.1541865558733,engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-08-08.log,RFA,8/8/2018,RFA.SPOOL.2018-08-08.log,uk2p-ddnmcib03a,Duplicate,0ai72bhfnjutyswjcgi6gh,"16011,51264277,2018-11-10,16:02,/project/ecpprodeciborg/20180808/engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-08-08.log.1541865558734,engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-08-08.log,RFA,2018-08-08,RFA.SPOOL.2018-08-08.log,uk2p-ddnmcib03a,,,,true,16012,38389713,2018-11-10,16:07,/project/ecpprodeciborg/20180808/engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-08-08.log.1541865558735,engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-08-08.log,RFA,2018-08-08,RFA.SPOOL.2018-08-08.log,uk2p-ddnmcib03a,,,,true,16010,51240021,2018-11-10,16:00,/project/ecpprodeciborg/20180808/engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-08-08.log.1541865558733,engine_uk2p-ddnmcib03a_RFA.SPOOL.2018-08-08.log,RFA,2018-08-08,RFA.SPOOL.2018-08-08.log,uk2p-ddnmcib03a,,,,true",TRUE
