drwxrwx---   - bigdata-app-eciborg-asadmin bigdata-project-eciborg          0 2018-09-06 01:55 /project/eciborg/qa/20180320
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg     187018 2018-09-01 01:42 /project/eciborg/qa/20180320/engine_mpld-ddnmcib01a_Engine.2018-03-20.log_10.206.156.198.1535783568067
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg     187018 2018-09-05 20:39 /project/eciborg/qa/20180320/engine_mpld-ddnmcib01a_Engine.2018-03-20.log_10.206.156.199.1536197365721
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg      35647 2018-09-01 02:11 /project/eciborg/qa/20180320/engine_mpld-ddnmcib01a_IO.2018-03-20.log_10.206.156.198.1535785286298
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg      35647 2018-09-05 21:07 /project/eciborg/qa/20180320/engine_mpld-ddnmcib01a_IO.2018-03-20.log_10.206.156.199.1536199049254
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg      69990 2018-09-01 01:42 /project/eciborg/qa/20180320/engine_mpld-ddnmcib01a_Proxy.2018-03-20.log_10.206.156.198.1535783559534
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg      69990 2018-09-05 20:39 /project/eciborg/qa/20180320/engine_mpld-ddnmcib01a_Proxy.2018-03-20.log_10.206.156.199.1536197362042
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg     122541 2018-09-01 03:29 /project/eciborg/qa/20180320/engine_mpld-ddnmcib01a_complianceProgress.2018-03-20-08.log_10.206.156.198.1535789944222
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg     122541 2018-09-05 22:23 /project/eciborg/qa/20180320/engine_mpld-ddnmcib01a_complianceProgress.2018-03-20-08.log_10.206.156.199.1536203614132
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg       4312 2018-09-01 03:29 /project/eciborg/qa/20180320/engine_mpld-ddnmcib01a_complianceProgress.2018-03-20-09.log_10.206.156.198.1535789944445
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg       4312 2018-09-05 22:23 /project/eciborg/qa/20180320/engine_mpld-ddnmcib01a_complianceProgress.2018-03-20-09.log_10.206.156.199.1536203615267
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg       4691 2018-09-01 03:29 /project/eciborg/qa/20180320/engine_mpld-ddnmcib01a_complianceProgress.2018-03-20-16.log_10.206.156.198.1535789944487
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg       4691 2018-09-05 22:23 /project/eciborg/qa/20180320/engine_mpld-ddnmcib01a_complianceProgress.2018-03-20-16.log_10.206.156.199.1536203615297
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg      11247 2018-09-01 06:52 /project/eciborg/qa/20180320/engine_mpld-ddnmcib01a_complianceVar.2018-03-20.log_10.206.156.198.1535802177181
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg      11247 2018-09-06 01:55 /project/eciborg/qa/20180320/engine_mpld-ddnmcib01a_complianceVar.2018-03-20.log_10.206.156.199.1536216309203
drwxrwx---   - bigdata-app-eciborg-asadmin bigdata-project-eciborg          0 2018-09-06 01:55 /project/eciborg/qa/20180321
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg     294578 2018-09-01 01:42 /project/eciborg/qa/20180321/engine_mpld-ddnmcib01a_Engine.2018-03-21.log_10.206.156.198.1535783568493
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg     294578 2018-09-05 20:39 /project/eciborg/qa/20180321/engine_mpld-ddnmcib01a_Engine.2018-03-21.log_10.206.156.199.1536197365822
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg     100060 2018-09-01 02:11 /project/eciborg/qa/20180321/engine_mpld-ddnmcib01a_IO.2018-03-21.log_10.206.156.198.1535785286382
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg     100060 2018-09-05 21:07 /project/eciborg/qa/20180321/engine_mpld-ddnmcib01a_IO.2018-03-21.log_10.206.156.199.1536199050311
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg      12540 2018-09-01 01:42 /project/eciborg/qa/20180321/engine_mpld-ddnmcib01a_Proxy.2018-03-21.log_10.206.156.198.1535783559612
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg      12540 2018-09-05 20:39 /project/eciborg/qa/20180321/engine_mpld-ddnmcib01a_Proxy.2018-03-21.log_10.206.156.199.1536197362137
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg     110097 2018-09-01 03:29 /project/eciborg/qa/20180321/engine_mpld-ddnmcib01a_complianceProgress.2018-03-21-01.log_10.206.156.198.1535789944535
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg     110097 2018-09-05 22:23 /project/eciborg/qa/20180321/engine_mpld-ddnmcib01a_complianceProgress.2018-03-21-01.log_10.206.156.199.1536203615321
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg    7470265 2018-09-01 03:29 /project/eciborg/qa/20180321/engine_mpld-ddnmcib01a_complianceProgress.2018-03-21-02.log_10.206.156.198.1535789944578
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg    7470265 2018-09-05 22:24 /project/eciborg/qa/20180321/engine_mpld-ddnmcib01a_complianceProgress.2018-03-21-02.log_10.206.156.199.1536203615351
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg      52772 2018-09-01 03:29 /project/eciborg/qa/20180321/engine_mpld-ddnmcib01a_complianceProgress.2018-03-21-08.log_10.206.156.198.1535789992729
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg      52772 2018-09-05 22:24 /project/eciborg/qa/20180321/engine_mpld-ddnmcib01a_complianceProgress.2018-03-21-08.log_10.206.156.199.1536203662476
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg    3440460 2018-09-01 03:30 /project/eciborg/qa/20180321/engine_mpld-ddnmcib01a_complianceProgress.2018-03-21-09.log_10.206.156.198.1535789992925
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg    3440460 2018-09-05 22:24 /project/eciborg/qa/20180321/engine_mpld-ddnmcib01a_complianceProgress.2018-03-21-09.log_10.206.156.199.1536203663648
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg       4691 2018-09-01 03:30 /project/eciborg/qa/20180321/engine_mpld-ddnmcib01a_complianceProgress.2018-03-21-16.log_10.206.156.198.1535790015338
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg       4691 2018-09-05 22:24 /project/eciborg/qa/20180321/engine_mpld-ddnmcib01a_complianceProgress.2018-03-21-16.log_10.206.156.199.1536203685603
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg      12932 2018-09-01 06:52 /project/eciborg/qa/20180321/engine_mpld-ddnmcib01a_complianceVar.2018-03-21.log_10.206.156.198.1535802177292
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg      12932 2018-09-06 01:55 /project/eciborg/qa/20180321/engine_mpld-ddnmcib01a_complianceVar.2018-03-21.log_10.206.156.199.1536216309251
drwxrwx---   - bigdata-app-eciborg-asadmin bigdata-project-eciborg          0 2018-09-06 01:55 /project/eciborg/qa/20180322
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg     269720 2018-09-01 01:42 /project/eciborg/qa/20180322/engine_mpld-ddnmcib01a_Engine.2018-03-22.log_10.206.156.198.1535783568734
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg     269720 2018-09-05 20:39 /project/eciborg/qa/20180322/engine_mpld-ddnmcib01a_Engine.2018-03-22.log_10.206.156.199.1536197366106
-rw-rw-r--   3 bigdata-app-eciborg-asadmin bigdata-project-eciborg       8132 2018-09-01 02:11 /project/eciborg/qa/20180322/engine_mpld-ddnmcib01a_IO.2018-03-22.log_10.206.156.198.1535785286473
